Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
102369,Street Light,32.84842498,-117.2640966,8/30/16,"Street Light Light Out at 1658-1660 Torrey Pines Rd, La Jolla, CA 92037, USA",Duplicate,Light is out where Torrey Pines and Amalfia meet.  On the North side of Torrey Pines. Photo included.  Directly across the street from the light pole that has the LED speed reading on it.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PYUAA2,,0
102370,Graffiti,32.72874181,-117.2131017,8/30/16,"Graffiti  at 4217-4297 N Harbor Dr, San Diego, CA 92101, USA",Acknowledged,A lot of graffiti along the walking path underneath the Harbor Street bridge that extends over the inlet that leads into Liberty Station.  I submitted this anonymously and submitted a picture three weeks ago because it is difficult to type on a phone.  The graffiti has not yet been removed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PbJAAU,,0
102371,,32.7092504,-117.1532115,8/30/16,"Curb Illegal Painting at 1227 J Street, San Diego, CA, United States",Acknowledged,"Green 30 minute parking zone is 116"" long and located between 2 driveways. Complaints have been registered about parked vehicles being sighted for sticking out into active driveways and for vehicles being towed for partially blocking driveways",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PcbAAE,,0
102373,,32.88512491,-117.1730187,8/30/16,"Traffic Sign  at 6830-6886 Carroll Rd, San Diego, CA 92121, USA",New,"There are always cars parked in the bike lane and the road narrows right here, but there is no signage prohibiting parking.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PgYAAU,,0
102375,Curb,32.7704783,-117.0698588,8/30/16,"Curb Faded Paint at 5090 College Ave, San Diego, CA 92115, USA",Acknowledged,Time to repaint the FADED No Parking Red along College Ave (pass Montezuma Rd). Please handle thank you!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PoSAAU,,0
102377,Traffic Sign,32.79844572,-117.2423914,8/30/16,"Traffic Sign  at 1501-1505 Hornblend St, San Diego, CA 92109, USA",Acknowledged,SE corner of intersection of Haines & Hornblend in Pacific beach: stop sign is completely obscured by overgrown palm tree,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PqEAAU,,0
102379,,32.79053618,-117.2410825,8/30/16,"Sidewalk  at 1301-1429 Graham St, San Diego, CA 92109, USA",Acknowledged,"Many people use Graham Street to access Mission Bay. However, it has an incomplete sidewalk on one side and an impracticably narrow sidewalk on the other side. The curb to get on Bayside Walk is quite high, and the only dip to the pavement requires bikers to sharply turn as soon as they get off the street and on the sidewalk, creating a choke point of bikers and pedestrians.  There are no crosswalks on Riviera Drive. Most people walk on the street, which is dangerous because cars turning left off Gresham Street often can't see them and drive too quickly (Gresham/Graham intersection has no Stop Sign). For such a heavy pedestrian traffic area, there are very few safety measures in place.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Pu1AAE,,0
102380,Street Sweeping,32.84497235,-117.2673041,8/30/16,"Debris in Street at 7600-7639 COUNTRY CLUB DR, 92037",Acknowledged,WET CONCRETE SPILLED IN STREET. IF YOU CAN FIND THE SOURCE PLEASE CONTACT SWPPP HOTLINE @ 619-235-1000 TO REPORT.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PyNAAU,,0
102382,Litter/Dumping,32.76927524,-117.1298995,8/30/16,"Litter/Dumping Open Space/Canyon/Park at Mission Valley Fwy & I-8 & Kumeyaay Hwy, San Diego, CA 92116, USA",Closed - Referred,"When taking the on ramp to the 8w from the 805n, before crossing over Camino del rio s and the 8, the left side vegetation is thoroughly trashed.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Q1HAAU,,0
102383,Traffic Signal,32.96319988,-117.1265563,8/30/16,Traffic Signal  at Black Mountain Rd&Carmel Mtn Rd,Acknowledged,Timing is off an only letting 1 car through pre light. West bound from Carmel Mountain Road to Black Mountain - left turn lane,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Q25AAE,,0
102384,Traffic Sign,32.698868,-117.142607,8/30/16,"Traffic Sign  at 2051 National Avenue San Diego, CA 92113",Acknowledged,D permit sign was removed. Another one needs to be installed/ pole is still there but bent with no sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Q62AAE,,0
102385,Traffic Signal,32.94516292,-117.2170928,8/30/16,"Traffic Signal Light Out at Del Mar Trails Rd, San Diego, CA 92130, USA",Acknowledged,The yellow left turn arrow light is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Q9fAAE,,0
102386,Street Light,33.0279763,-117.0887412,8/30/16,"Street Light Light Out at 17333 Tablero Court, San Diego, CA, United States",Acknowledged,Street light has been out for some time.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QGRAA2,,0
102388,Pothole,32.77970339,-117.1334508,8/30/16,"Pothole  at 9024-9028 Friars Rd, San Diego, CA 92108, USA",Acknowledged,"Dip in westbound lanes on Friar Rd has sunk substantially, now becoming a road hazard at the given speed limits. I witnessed two different vehicles bottom out in different lanes this morning, one of which nearly lost control. This is becoming a major legal liability for the city.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QKsAAM,,0
102390,Storm Drain,32.89711239,-117.1190793,8/30/16,"Channel Cleaning at CANDIDA ST & VIA PASAR,, 92126",Acknowledged,"During a tour today, Rim Stanley and I noticed standing water in an open channel storm drain at Candida St. and Via Pasar in Mira Mesa.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QQCAA2,,0
102391,Pothole,32.72706665,-117.1201986,8/30/16,"Pothole  at 3900 Illinois St, San Diego, CA, United States",Acknowledged,Potholes and ruts in alley between Illinois St. and Ohio St. the 3900 block,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QQHAA2,,0
102392,Curb,32.704552,-117.148878,8/30/16,"Curb Faded Paint at 1619-1649 Logan Avenue San Diego, CA 92113",Acknowledged,Edges of access ramp need to be repainted/ faded/ vehicles park in faded red chronic issue,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QTaAAM,,0
102396,Tree Hazard,32.82652477,-117.190614,8/30/16,"Tree Hazard  at 4551 Genesee Ave, San Diego, CA 92117, USA",Acknowledged,Please trim branches on the east side of Genesee Av north of Mt Herbert Av.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QhNAAU,,0
102398,Tree Hazard,32.866134,-117.213184,8/30/16,"Tree Hazard  at 8245-8263 Genesee Avenue San Diego, CA 92122",Acknowledged,Blocked sign from tree branches. Right lane closed ahead. NB Genesee right before Nobel,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QlPAAU,,0
102399,Traffic Sign,32.68767661,-117.1102317,8/30/16,Traffic Sign  at 1715?1799 S 39th St,New,A four-way stop sign is needed here. Blind spot on both side makes it dangerous as traffic on Epsilon St is fast. Near Balboa School so all the more needed as kids are usually present when school lets out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QodAAE,,0
102403,Litter/Dumping,32.841063,-117.094551,8/30/16,Litter/Dumping Open Space/Canyon/Park at N32.84 E117.09,Closed - Referred,Remove tree debris from fwy slope,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QsVAAU,,0
102404,Street Sweeping,32.76138779,-117.20317,8/30/16,Street Sweeping  at 4600-4789 Pacific Hwy,Acknowledged,Glass in SB bike lane on Pacific Highway on bridge over Friars Road and San Diego River.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QszAAE,,0
102406,Traffic Sign,32.70746126,-117.1295484,8/30/16,"Traffic Sign - Maintain at 3078 L ST, 92102",Acknowledged,"Per consumer: ""30 Minute Parking"" Sign has been knocked down",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034QxBAAU,,0
102407,Traffic Sign,32.9358852,-117.0939516,8/30/16,"Traffic Sign  at 10923-11019 Scripps Poway Pkwy, San Diego, CA 92131, USA",Acknowledged,"No Parking Any Time sign knocked down, leaning against a tree.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034R1cAAE,,0
102409,Damaged Guardrail,32.9472928,-117.1381081,8/30/16,"Damaged Guardrail  at Brickellia Street, San Diego, CA, United States",Acknowledged,Green chain link fence located on the left side of Brickellia Street has fallen over. Please repair.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034R7LAAU,,0
102410,Pothole,32.84253505,-117.2399667,8/30/16,"Pothole  at 2869-3183 La Jolla Pkwy, La Jolla, CA 92037, USA",Duplicate,There are several large potholes on La Jolla Parkway both near the 52 and on the eastbound and westbound side.  They are really big!!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034R8YAAU,,0
102411,Tree Hazard,32.6961989,-117.1313568,8/30/16,"Tree Hazard  at 2912 National Avenue, San Diego, CA, United States",Acknowledged,Tree branches overgrowth encroach City sidewalk.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034R8nAAE,,0
102412,Tree Hazard,32.697595,-117.082838,8/30/16,"Tree Hazard  at 5201 Olvera Street, san diego, ca",Acknowledged,"Tree and shrub overgrowth encroaches City sidewalk, pedestrians have to walk onto street.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034R9WAAU,,0
102414,Sidewalk,32.74610679,-117.2521005,8/30/16,Sidewalk  at 5001?5067 Niagara Ave,Duplicate,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034REHAA2,,0
102416,Sidewalk,32.839733,-117.097336,8/30/16,"Sidewalk  at 6063-6159 Santo Road San Diego, CA 92124",Acknowledged,Sidewalk trip hazard,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RHuAAM,,0
102417,Sidewalk,32.839319,-117.097484,8/30/16,"Sidewalk  at 5951-6061 Santo Road San Diego, CA 92124",Acknowledged,Broken sidewalk,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RKAAA2,,0
102418,Traffic Sign,32.704787,-117.108358,8/30/16,"Traffic Sign  at 3951 Imperial Avenue San Diego, CA 92113",Acknowledged,Directional sign need to be replaced,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RPeAAM,,0
102419,Street Sweeping,32.5575916,-117.0492388,8/30/16,"Street Sweeping  at 2223 Smythe Avenue, San Diego, CA, United States",Acknowledged,"( Burtech Pipeline )To Whom it may concern,These guys recently did some work on the street I live on. they left a pretty good amount of dirt left on the street, I called multiple times and every time i got the same answer by the same supervisor what's your number i'll call you back. Never called back. Please keep in mind this is right in front of an elementary school where kids walk by every morning.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RSsAAM,,0
102420,Street Sweeping,32.5575916,-117.0492388,8/30/16,"Street Sweeping  at 2223 Smythe Avenue, San Diego, CA, United States",Duplicate,"( Burtech Pipeline )To Whom it may concern,These guys recently did some work on the street I live on. they left a pretty good amount of dirt left on the street, I called multiple times and every time i got the same answer by the same supervisor what's your number i'll call you back. Never called back. Please keep in mind this is right in front of an elementary school where kids walk by every morning.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RTHAA2,,0
102422,Graffiti,32.7460766,-117.2384972,8/30/16,Graffiti  at Guizot street and Muir street,Acknowledged,Back of Stop sign located at Guizot and Muir.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RYlAAM,,0
102423,Traffic Sign,32.73032416,-117.1709305,8/30/16,"Traffic Sign  at 865-899 W Laurel St, San Diego, CA 92101, USA",Closed - Referred,"Going eastbound on Laurel at India, the left hand traffic lane converts to a left hand turn lane (1 of 2, to go northbound on India) without adequate signage.  Confused drivers intending to go straight when realizing their mistake, rather than make the left, rapidly merge through the intersection into the through lane from the left hand turn lane.  It seems obvious to me, but perhaps the number of tourists in the area in rental cars who don't know about it contribute to the problem, either way, at virtually every cycle of the light, this occurs and carries a high potential for a collision.  There were recently streetworks on Laurel in which a large sign was put up in the center of the road, which blocked the ability for the cars to merge from the left hand turn lane and this seemed to ameliorate the issue somewhat.  I think larger and earlier signage would work.  Thanks,",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RaIAAU,,0
102424,Pothole,32.718822,-117.161106,8/30/16,"Pothole  at 1280-1298 Fourth Avenue San Diego, CA 92101",Duplicate,POTHOLE at #3 lane in intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RaXAAU,,0
102426,Pothole,32.80836333,-117.1833883,8/30/16,Pothole  at 3600?3698 Cameo Ln,Acknowledged,Pothole - large depression in road; dirt coming through,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RgfAAE,,0
102427,Graffiti,32.75143811,-117.1535414,8/30/16,"Graffiti  at Vermont St Bridge, San Diego, CA 92103, USA",Duplicate,"Graffiti on the cement walkway on the Vermont Street pedestrian bridge, northern half. Spray painted writing/drawing about 30 feet long.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034RwTAAU,,0
102428,Street Light,32.711636,-117.160027,8/30/16,"Street Light  at 611 Fifth Avenue San Diego, CA 92101",Acknowledged,Base plate on single pole loose and also inspection plate missing,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034S0kAAE,,0
102429,Tree Hazard,32.7121107,-117.1633202,8/30/16,"Tree Hazard  at 101 G Street, San Diego, CA, United States",Acknowledged,There is a tree down  within the sidewalk area at the northeast corner of Market St and 1st Ave. The pointy/sharp tree stump is still there.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034S2MAAU,,0
102431,Curb,32.697155,-117.141927,8/30/16,"Curb Faded Paint at 2130-2144 Newton Avenue San Diego, CA 92113",Acknowledged,Commercial zone faded/ needs to be marked 20 min commercial,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SJDAA2,,0
102433,Street Light,32.8084096,-117.0644426,8/30/16,"Street Light Light Out at 6006 Larchwood Avenue, San Diego, CA, United States",Acknowledged,#10 light is out inside of Ranch Mission Neighborhood Park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SL9AAM,,0
102435,Curb,32.698491,-117.143761,8/30/16,"Curb Faded Paint at 2018 Newton Avenue San Diego, CA 92113",Acknowledged,Faded red curb,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SOSAA2,,0
102436,Traffic Signal,32.70743717,-117.1549373,8/30/16,Traffic Signal Light Out at 100 Park Blvd,Acknowledged,The green ball at the southwest corner of Park Blvd and Tenth Ave is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034SRgAAM,,0
102439,Street Light,32.84606892,-117.2688641,8/30/16,"Street Light Light Out at 7756 Exchange Pl, La Jolla, CA 92037, USA",Duplicate,Light is out most of the time at night.  Still shows super lower glow sometimes. South/West corner of Torrey Pines Rd and Exchange Pl,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Sg2AAE,,0
